Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Category,Product,Quantity,Unit_Price,Discount,Cost_Price
ORD1069,2026-06-20,C107,Kabir Mehta,South,Sports,Tennis Racket,5,5500,0.15,3600
ORD1070,2026-05-21,C114,Riya Sen,North,Home & Kitchen,Non-Stick Cookware Set,4,4500,0.15,2800
ORD1071,2026-05-29,C110,Diya Kapoor,East,Books,Clean Code,8,1100,0.05,600
ORD1072,2026-05-11,C108,Neha Joshi,South,Electronics,Wireless Headphones,6,3500,0.0,2200
ORD1073,2026-03-02,C111,Aditya Bhat,East,Fashion,Running Shoes,3,3200,0.0,1900
ORD1074,2026-01-12,C104,Sneha Kulkarni,West,Sports,Treadmill Pro,8,45000,0.15,32000
ORD1075,2026-06-11,C110,Diya Kapoor,South,Books,Clean Code,7,1100,0.05,600
ORD1076,2026-02-07,C111,Aditya Bhat,North,Electronics,Smart Watch,4,8500,0.05,5500
ORD1077,2026-06-28,C109,Siddharth Rao,West,Electronics,4K Monitor,4,28000,0.0,20000
ORD1078,2026-04-27,C103,Aman Verma,West,Sports,Tennis Racket,6,5500,0.15,3600
ORD1079,2026-06-06,C114,Riya Sen,West,Sports,Cycling Helmet,3,2200,0.15,1300
ORD1080,2026-04-26,C105,Vikram Singh,South,Home & Kitchen,Blender,8,2800,0.05,1800
ORD1081,2026-03-12,C108,Neha Joshi,North,Home & Kitchen,Air Fryer,5,7500,0.1,5000
ORD1082,2026-03-23,C115,Dev Mishra,North,Fashion,Running Shoes,4,3200,0.15,1900
ORD1083,2026-06-27,C103,Aman Verma,South,Electronics,Smart Watch,7,8500,0.1,5500
ORD1084,2026-05-19,C108,Neha Joshi,West,Electronics,Smartphone X,7,45000,0.15,32000
ORD1085,2026-05-30,C112,Tanvi Saxena,North,Sports,Cycling Helmet,8,2200,0.0,1300
ORD1086,2026-04-01,C105,Vikram Singh,West,Books,Machine Learning Design,4,1400,0.15,800
ORD1087,2026-02-26,C105,Vikram Singh,West,Books,Python Masterclass,7,850,0.1,450
ORD1088,2026-06-21,C111,Aditya Bhat,West,Fashion,Cotton Hoodie,3,1800,0.2,1000
ORD1089,2026-05-17,C101,Rahul Sharma,West,Sports,Tennis Racket,1,5500,0.0,3600
ORD1090,2026-06-14,C107,Kabir Mehta,South,Books,Data Science Handbook,1,1200,0.1,700
ORD1091,2026-04-08,C106,Ananya Roy,South,Books,System Design Interview,6,950,0.15,500
ORD1092,2026-03-13,C113,Yash Agarwal,West,Home & Kitchen,Espresso Machine,8,18000,0.0,12500
ORD1093,2026-05-19,C101,Rahul Sharma,East,Fashion,Leather Jacket,1,4500,0.0,2800
ORD1094,2026-03-05,C104,Sneha Kulkarni,North,Sports,Yoga Mat,4,1200,0.05,600
ORD1095,2026-05-02,C111,Aditya Bhat,North,Sports,Yoga Mat,8,1200,0.1,600
ORD1096,2026-04-05,C103,Aman Verma,North,Fashion,Designer Denim,2,2800,0.2,1500
ORD1097,2026-01-07,C115,Dev Mishra,East,Sports,Cycling Helmet,7,2200,0.05,1300
ORD1098,2026-01-20,C110,Diya Kapoor,South,Electronics,Wireless Headphones,2,3500,0.2,2200
ORD1099,2026-01-11,C106,Ananya Roy,West,Home & Kitchen,Espresso Machine,6,18000,0.0,12500
ORD1100,2026-04-18,C114,Riya Sen,West,Electronics,Smart Watch,6,8500,0.15,5500
ORD1101,2026-02-09,C107,Kabir Mehta,South,Sports,Dumbbell Set,8,3500,0.15,2200
ORD1102,2026-04-22,C114,Riya Sen,East,Home & Kitchen,Air Fryer,2,7500,0.1,5000
ORD1103,2026-04-26,C104,Sneha Kulkarni,West,Sports,Tennis Racket,7,5500,0.1,3600
ORD1104,2026-01-08,C108,Neha Joshi,East,Fashion,Cotton Hoodie,4,1800,0.1,1000
ORD1105,2026-03-08,C106,Ananya Roy,East,Sports,Dumbbell Set,1,3500,0.2,2200
ORD1106,2026-02-18,C102,Priya Patel,South,Books,Clean Code,4,1100,0.15,600
ORD1107,2026-06-15,C112,Tanvi Saxena,West,Books,Python Masterclass,2,850,0.1,450
ORD1108,2026-02-26,C107,Kabir Mehta,South,Home & Kitchen,Blender,6,2800,0.15,1800
ORD1109,2026-05-22,C109,Siddharth Rao,East,Books,Machine Learning Design,6,1400,0.1,800
ORD1110,2026-06-29,C108,Neha Joshi,East,Home & Kitchen,Non-Stick Cookware Set,4,4500,0.0,2800
ORD1111,2026-02-19,C106,Ananya Roy,North,Sports,Yoga Mat,4,1200,0.05,600
ORD1112,2026-05-04,C105,Vikram Singh,East,Electronics,Smartphone X,5,45000,0.05,32000
ORD1113,2026-04-03,C103,Aman Verma,East,Electronics,4K Monitor,3,28000,0.1,20000
ORD1114,2026-01-12,C101,Rahul Sharma,East,Fashion,Cotton Hoodie,2,1800,0.0,1000
ORD1115,2026-05-27,C105,Vikram Singh,West,Books,Clean Code,6,1100,0.05,600
ORD1116,2026-01-14,C105,Vikram Singh,West,Electronics,Laptop Pro,7,65000,0.15,48000
ORD1117,2026-01-19,C110,Diya Kapoor,North,Fashion,Running Shoes,5,3200,0.0,1900
ORD1118,2026-03-05,C102,Priya Patel,West,Sports,Tennis Racket,4,5500,0.2,3600
ORD1119,2026-04-08,C108,Neha Joshi,West,Home & Kitchen,Blender,7,2800,0.1,1800
ORD1120,2026-05-26,C110,Diya Kapoor,North,Sports,Treadmill Pro,4,45000,0.05,32000
ORD1121,2026-03-09,C111,Aditya Bhat,North,Fashion,Running Shoes,3,3200,0.2,1900
ORD1122,2026-01-20,C103,Aman Verma,North,Books,Clean Code,8,1100,0.1,600
ORD1123,2026-01-09,C104,Sneha Kulkarni,East,Home & Kitchen,Robot Vacuum,2,25000,0.05,17500
ORD1124,2026-03-09,C113,Yash Agarwal,South,Books,Python Masterclass,4,850,0.05,450
ORD1125,2026-03-10,C114,Riya Sen,South,Electronics,Laptop Pro,3,65000,0.1,48000
ORD1126,2026-06-02,C112,Tanvi Saxena,East,Books,Python Masterclass,8,850,0.1,450
ORD1127,2026-06-29,C107,Kabir Mehta,East,Sports,Tennis Racket,8,5500,0.15,3600
ORD1128,2026-01-21,C110,Diya Kapoor,North,Books,System Design Interview,5,950,0.0,500
ORD1129,2026-01-24,C104,Sneha Kulkarni,North,Home & Kitchen,Blender,1,2800,0.05,1800
ORD1130,2026-05-01,C109,Siddharth Rao,West,Home & Kitchen,Air Fryer,7,7500,0.15,5000
ORD1131,2026-01-24,C108,Neha Joshi,East,Books,System Design Interview,6,950,0.0,500
ORD1132,2026-02-11,C106,Ananya Roy,West,Books,System Design Interview,7,950,0.2,500
ORD1133,2026-01-10,C108,Neha Joshi,North,Home & Kitchen,Non-Stick Cookware Set,6,4500,0.0,2800
ORD1134,2026-04-14,C114,Riya Sen,North,Sports,Cycling Helmet,7,2200,0.0,1300
ORD1135,2026-02-18,C109,Siddharth Rao,East,Sports,Cycling Helmet,8,2200,0.0,1300
ORD1136,2026-02-22,C105,Vikram Singh,South,Home & Kitchen,Robot Vacuum,8,25000,0.0,17500
ORD1137,2026-01-08,C111,Aditya Bhat,South,Fashion,Designer Denim,1,2800,0.2,1500
ORD1138,2026-04-15,C102,Priya Patel,South,Electronics,Smart Watch,2,8500,0.05,5500
ORD1139,2026-05-08,C115,Dev Mishra,East,Sports,Dumbbell Set,7,3500,0.15,2200
ORD1140,2026-05-01,C104,Sneha Kulkarni,West,Sports,Yoga Mat,7,1200,0.05,600
ORD1141,2026-06-03,C109,Siddharth Rao,South,Electronics,Wireless Headphones,7,3500,0.1,2200
ORD1142,2026-05-10,C105,Vikram Singh,North,Home & Kitchen,Non-Stick Cookware Set,8,4500,0.05,2800
ORD1143,2026-04-25,C109,Siddharth Rao,West,Home & Kitchen,Non-Stick Cookware Set,7,4500,0.15,2800
ORD1144,2026-03-24,C114,Riya Sen,South,Fashion,Formal Suit,7,12000,0.05,7500
ORD1145,2026-04-16,C101,Rahul Sharma,East,Books,Clean Code,7,1100,0.05,600
ORD1146,2026-05-07,C101,Rahul Sharma,South,Sports,Tennis Racket,6,5500,0.0,3600
ORD1147,2026-04-23,C102,Priya Patel,West,Electronics,Smartphone X,7,45000,0.05,32000
ORD1148,2026-01-20,C108,Neha Joshi,East,Home & Kitchen,Blender,7,2800,0.0,1800
ORD1149,2026-03-26,C114,Riya Sen,West,Home & Kitchen,Robot Vacuum,1,25000,0.2,17500
ORD1150,2026-01-18,C104,Sneha Kulkarni,East,Fashion,Leather Jacket,50,4500,0.0,2800
ORD1151,2026-06-12,C112,Tanvi Saxena,North,Books,Data Science Handbook,5,1200,0.0,700
ORD1152,2026-01-12,C106,Ananya Roy,North,Home & Kitchen,Non-Stick Cookware Set,6,4500,0.15,2800
ORD1153,2026-02-07,C104,Sneha Kulkarni,West,Sports,Yoga Mat,3,1200,0.05,600
ORD1154,2026-01-21,C110,Diya Kapoor,West,Sports,Yoga Mat,8,1200,0.2,600
ORD1155,2026-02-06,C104,Sneha Kulkarni,West,Home & Kitchen,Robot Vacuum,5,25000,0.0,17500
ORD1156,2026-04-30,C115,Dev Mishra,East,Sports,Yoga Mat,2,1200,0.15,600
ORD1157,2026-03-30,C110,Diya Kapoor,East,Books,System Design Interview,8,950,0.1,500
ORD1158,2026-02-20,C107,Kabir Mehta,West,Electronics,Smartphone X,7,45000,0.2,32000
ORD1159,2026-04-02,C110,Diya Kapoor,East,Home & Kitchen,Espresso Machine,7,18000,0.1,12500
ORD1160,2026-01-03,C110,Diya Kapoor,North,Sports,Cycling Helmet,5,2200,0.05,1300
ORD1161,2026-06-05,C113,Yash Agarwal,East,Fashion,Running Shoes,5,3200,0.05,1900
ORD1162,2026-06-10,C102,Priya Patel,North,Home & Kitchen,Robot Vacuum,1,25000,0.2,17500
ORD1163,2026-04-04,C112,Tanvi Saxena,South,Electronics,Wireless Headphones,6,3500,0.15,2200
ORD1164,2026-02-14,C104,Sneha Kulkarni,South,Sports,Dumbbell Set,5,3500,0.05,2200
ORD1165,2026-03-07,C115,Dev Mishra,West,Home & Kitchen,Non-Stick Cookware Set,2,4500,0.15,2800
ORD1166,2026-01-20,C103,Aman Verma,South,Books,Machine Learning Design,6,1400,0.0,800
ORD1167,2026-04-12,C101,Rahul Sharma,East,Sports,Treadmill Pro,8,45000,0.1,32000
ORD1168,2026-06-22,C112,Tanvi Saxena,East,Sports,Cycling Helmet,6,2200,0.0,1300
ORD1169,2026-06-22,C104,Sneha Kulkarni,West,Electronics,4K Monitor,6,28000,0.2,20000
ORD1170,2026-02-26,C111,Aditya Bhat,North,Books,System Design Interview,7,950,0.0,500
ORD1171,2026-02-05,C101,Rahul Sharma,North,Home & Kitchen,Robot Vacuum,2,25000,0.0,17500
ORD1172,2026-03-02,C115,Dev Mishra,South,Books,Clean Code,6,1100,0.2,600
ORD1173,2026-04-18,C110,Diya Kapoor,South,Books,Python Masterclass,8,850,0.2,450
ORD1174,2026-04-15,C105,Vikram Singh,North,Home & Kitchen,Air Fryer,8,7500,0.15,5000
ORD1175,2026-03-02,C114,Riya Sen,East,Electronics,Wireless Headphones,6,3500,0.0,2200
ORD1176,2026-04-12,C105,Vikram Singh,South,Electronics,Smart Watch,2,8500,0.05,5500
ORD1177,2026-06-14,C111,Aditya Bhat,North,Electronics,Wireless Headphones,4,3500,0.05,2200
ORD1178,2026-05-25,C104,Sneha Kulkarni,North,Sports,Yoga Mat,4,1200,0.05,600
ORD1179,2026-03-26,C113,Yash Agarwal,South,Sports,Treadmill Pro,5,45000,0.05,32000
ORD1180,2026-02-03,C109,Siddharth Rao,East,Fashion,Leather Jacket,1,4500,0.05,2800
ORD1181,2026-01-04,C106,Ananya Roy,South,Sports,Dumbbell Set,1,3500,0.05,2200
ORD1182,2026-03-09,C101,Rahul Sharma,South,Books,Machine Learning Design,2,1400,0.0,800
ORD1183,2026-05-02,C108,Neha Joshi,East,Sports,Tennis Racket,2,5500,0.15,3600
ORD1184,2026-05-09,C104,Sneha Kulkarni,North,Sports,Dumbbell Set,8,3500,0.0,2200
ORD1185,2026-01-16,C108,Neha Joshi,West,Books,Python Masterclass,8,850,0.15,450
ORD1186,2026-01-19,C115,Dev Mishra,North,Home & Kitchen,Blender,3,2800,0.0,1800
ORD1187,2026-02-02,C105,Vikram Singh,East,Books,Machine Learning Design,5,1400,0.15,800
ORD1188,2026-05-10,C110,Diya Kapoor,West,Electronics,Laptop Pro,4,65000,0.15,48000
ORD1189,2026-04-26,C115,Dev Mishra,South,Books,System Design Interview,8,950,0.15,500
ORD1190,2026-04-17,C112,Tanvi Saxena,North,Home & Kitchen,Robot Vacuum,6,25000,0.1,17500
ORD1191,2026-04-06,C103,Aman Verma,West,Electronics,Laptop Pro,2,65000,0.0,48000
ORD1192,2026-04-21,C102,Priya Patel,East,Fashion,Formal Suit,1,12000,0.2,7500
ORD1193,2026-05-24,C109,Siddharth Rao,East,Electronics,Smart Watch,6,8500,0.15,5500
ORD1194,2026-01-14,C105,Vikram Singh,East,Home & Kitchen,Espresso Machine,4,18000,0.05,12500
ORD1195,2026-06-18,C108,Neha Joshi,South,Electronics,Wireless Headphones,6,3500,0.0,2200
ORD1196,2026-03-13,C110,Diya Kapoor,South,Books,Machine Learning Design,1,1400,0.2,800
ORD1197,2026-06-18,C114,Riya Sen,East,Electronics,Smartphone X,5,45000,0.1,32000
ORD1198,2026-03-28,C106,Ananya Roy,North,Fashion,Running Shoes,7,3200,0.0,1900
ORD1199,2026-02-06,C112,Tanvi Saxena,North,Electronics,4K Monitor,4,28000,0.15,20000
ORD1200,2026-04-18,C108,Neha Joshi,East,Fashion,Designer Denim,5,2800,0.1,1500
ORD1201,2026-05-26,C110,Diya Kapoor,North,Electronics,Smartphone X,3,45000,0.2,32000
ORD1202,2026-01-13,C111,Aditya Bhat,North,Home & Kitchen,Robot Vacuum,7,25000,0.15,17500
ORD1203,2026-06-05,C108,Neha Joshi,West,Home & Kitchen,Air Fryer,2,7500,0.1,5000
ORD1204,2026-04-21,C102,Priya Patel,East,Sports,Cycling Helmet,5,2200,0.0,1300
ORD1205,2026-02-26,C107,Kabir Mehta,North,Electronics,Smartphone X,5,45000,0.05,32000
ORD1206,2026-02-05,C113,Yash Agarwal,East,Home & Kitchen,Non-Stick Cookware Set,2,4500,0.0,2800
ORD1207,2026-05-08,C112,Tanvi Saxena,West,Fashion,Running Shoes,7,3200,0.2,1900
ORD1208,2026-06-30,C104,Sneha Kulkarni,East,Electronics,Smart Watch,1,8500,0.15,5500
ORD1209,2026-01-05,C108,Neha Joshi,North,Home & Kitchen,Blender,7,2800,0.2,1800
ORD1210,2026-04-14,C112,Tanvi Saxena,West,Home & Kitchen,Espresso Machine,7,18000,0.0,12500
ORD1211,2026-03-25,C103,Aman Verma,West,Home & Kitchen,Espresso Machine,7,18000,0.0,12500
ORD1212,2026-03-04,C107,Kabir Mehta,West,Sports,Treadmill Pro,7,45000,0.1,32000
ORD1213,2026-03-28,C104,Sneha Kulkarni,East,Fashion,Leather Jacket,2,4500,0.2,2800
ORD1214,2026-05-11,C104,Sneha Kulkarni,East,Home & Kitchen,Air Fryer,4,7500,0.0,5000
ORD1215,2026-02-07,C105,Vikram Singh,South,Fashion,Formal Suit,3,12000,0.0,7500
ORD1216,2026-02-15,C113,Yash Agarwal,West,Books,Machine Learning Design,8,1400,0.2,800
ORD1217,2026-06-14,C111,Aditya Bhat,East,Home & Kitchen,Air Fryer,8,7500,0.0,5000
ORD1218,2026-05-01,C108,Neha Joshi,East,Home & Kitchen,Blender,1,2800,0.1,1800
ORD1219,2026-05-10,C102,Priya Patel,East,Books,Clean Code,1,1100,0.0,600
ORD1220,2026-04-05,C114,Riya Sen,East,Electronics,Laptop Pro,7,65000,0.15,48000
ORD1221,2026-05-29,C109,Siddharth Rao,North,Books,Machine Learning Design,4,1400,0.1,800
ORD1222,2026-06-04,C108,Neha Joshi,South,Electronics,Smart Watch,2,8500,0.1,5500
ORD1223,2026-01-22,C109,Siddharth Rao,South,Electronics,Smartphone X,8,45000,0.15,32000
ORD1224,2026-05-15,C109,Siddharth Rao,South,Home & Kitchen,Non-Stick Cookware Set,5,4500,0.15,2800
ORD1225,2026-04-15,C113,Yash Agarwal,East,Sports,Treadmill Pro,6,45000,0.0,32000
ORD1226,2026-03-26,C102,Priya Patel,West,Home & Kitchen,Non-Stick Cookware Set,3,4500,0.1,2800
ORD1227,2026-01-21,C110,Diya Kapoor,South,Home & Kitchen,Non-Stick Cookware Set,7,4500,0.05,2800
ORD1228,2026-06-02,C112,Tanvi Saxena,North,Home & Kitchen,Blender,7,2800,0.1,1800
ORD1229,2026-02-02,C111,Aditya Bhat,North,Books,Machine Learning Design,6,1400,0.0,800
ORD1230,2026-04-03,C105,Vikram Singh,South,Fashion,Designer Denim,8,2800,0.05,1500
ORD1231,2026-02-27,C103,Aman Verma,South,Electronics,Wireless Headphones,2,3500,0.2,2200
ORD1232,2026-05-19,C114,Riya Sen,North,Home & Kitchen,Blender,3,2800,0.2,1800
ORD1233,2026-04-07,C103,Aman Verma,South,Fashion,Formal Suit,3,12000,0.15,7500
ORD1234,2026-01-12,C107,Kabir Mehta,East,Fashion,Cotton Hoodie,5,1800,0.15,1000
ORD1235,2026-03-01,C109,Siddharth Rao,South,Home & Kitchen,Robot Vacuum,4,25000,0.1,17500
ORD1236,2026-06-23,C110,Diya Kapoor,West,Books,System Design Interview,7,950,0.2,500
ORD1237,2026-05-16,C107,Kabir Mehta,South,Fashion,Formal Suit,3,12000,0.1,7500
ORD1238,2026-01-14,C111,Aditya Bhat,West,Home & Kitchen,Blender,2,2800,0.2,1800
ORD1239,2026-02-01,C105,Vikram Singh,North,Fashion,Designer Denim,8,2800,0.2,1500
ORD1240,2026-02-07,C114,Riya Sen,West,Electronics,Smartphone X,8,45000,0.1,32000
ORD1241,2026-01-07,C107,Kabir Mehta,North,Books,Machine Learning Design,6,1400,0.05,800
ORD1242,2026-04-09,C102,Priya Patel,East,Fashion,Leather Jacket,6,4500,0.0,2800
ORD1243,2026-06-16,C106,Ananya Roy,South,Fashion,Leather Jacket,5,4500,0.15,2800
ORD1244,2026-06-28,C114,Riya Sen,South,Books,Clean Code,1,1100,0.0,600
ORD1245,2026-01-05,C105,Vikram Singh,South,Fashion,Formal Suit,7,12000,0.0,7500
ORD1246,2026-03-15,C104,Sneha Kulkarni,East,Electronics,Laptop Pro,4,65000,0.15,48000
ORD1247,2026-06-13,C113,Yash Agarwal,West,Electronics,Laptop Pro,8,65000,0.2,48000
ORD1248,2026-05-18,C101,Rahul Sharma,South,Fashion,Designer Denim,7,2800,0.0,1500
ORD1249,2026-06-07,C106,Ananya Roy,South,Sports,Cycling Helmet,3,2200,0.0,1300
ORD1250,2026-05-15,C106,Ananya Roy,North,Sports,Tennis Racket,1,5500,0.15,3600
ORD1251,2026-05-01,C101,Rahul Sharma,West,Home & Kitchen,Non-Stick Cookware Set,1,4500,0.1,2800
ORD1252,2026-01-18,C106,Ananya Roy,South,Electronics,4K Monitor,6,28000,0.05,20000
ORD1253,2026-01-12,C106,Ananya Roy,East,Fashion,Cotton Hoodie,8,1800,0.05,1000
ORD1254,2026-02-04,C102,Priya Patel,West,Electronics,Wireless Headphones,4,3500,0.0,2200
ORD1255,2026-02-21,C115,Dev Mishra,North,Home & Kitchen,Non-Stick Cookware Set,7,4500,0.2,2800
ORD1256,2026-05-02,C105,Vikram Singh,North,Fashion,Designer Denim,6,2800,0.0,1500
ORD1257,2026-06-17,C106,Ananya Roy,East,Electronics,Wireless Headphones,7,3500,0.15,2200
ORD1258,2026-04-23,C115,Dev Mishra,West,Home & Kitchen,Air Fryer,8,7500,0.15,5000
ORD1259,2026-04-05,C115,Dev Mishra,East,Electronics,Smart Watch,2,8500,0.15,5500
ORD1260,2026-06-04,C114,Riya Sen,South,Sports,Dumbbell Set,6,3500,0.0,2200
ORD1261,2026-01-21,C106,Ananya Roy,East,Home & Kitchen,Robot Vacuum,7,25000,0.05,17500
ORD1262,2026-06-26,C108,Neha Joshi,East,Books,Python Masterclass,6,850,0.2,450
ORD1263,2026-04-22,C105,Vikram Singh,North,Electronics,Smart Watch,6,8500,0.2,5500
ORD1264,2026-06-23,C103,Aman Verma,North,Fashion,Formal Suit,8,12000,0.0,7500
ORD1265,2026-02-02,C102,Priya Patel,South,Home & Kitchen,Non-Stick Cookware Set,7,4500,0.2,2800
ORD1266,2026-01-09,C110,Diya Kapoor,South,Books,System Design Interview,6,950,0.15,500
ORD1267,2026-01-20,C110,Diya Kapoor,South,Sports,Dumbbell Set,7,3500,0.1,2200
